ip,state,whois_country,whois_info,shodan_country,shodan_os,shodan_vulns,shodan_bluekeep,,scan patched,scan vulnerable,offline,
74.218.88.15,offline,US,NET-74-218-88-0-1,US,,"[u'CVE-2012-4558', u'CVE-2013-1896', u'CVE-2012-3499', u'CVE-2014-0231', u'CVE-2017-7679', u'CVE-2013-2249', u'CVE-2016-4975', u'CVE-2013-5704', u'CVE-2017-7668', u'CVE-2018-1312', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2017-3167', u'CVE-2017-3169', u'CVE-2014-0098', u'CVE-2013-1862', u'CVE-2016-8612']",FALSE,,,,,
156.239.157.63,vulnerable,SC,,US,,,FALSE,,,,,
18.222.141.19,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
114.234.80.228,vulnerable,CN,CHINANET-JS,,,,FALSE,,,,,
1.71.133.86,patched,CN,CHINANET-SX,CN,,,FALSE,,,,,
213.128.67.148,vulnerable,TR,isunucu-net-23959,TR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
164.52.35.242,vulnerable,CN,CDS-HK,HK,Windows Server 2008 R2 Enterprise 7601 Service Pack 1,,FALSE,,,,,
118.190.206.58,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
39.108.87.197,patched,CN,ALISOFT,CN,,,FALSE,,,,,
154.48.234.107,vulnerable,US,COGENT-154-48-16,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
168.255.206.91,offline,MX,,,,,FALSE,,,,,
182.61.54.252,patched,CN,Baidu,CN,,,FALSE,,,,,
91.200.160.116,offline,UA,MAGEAL-NET,UA,,,FALSE,,,,,
14.116.149.98,patched,CN,CHINANET-GD,,,,FALSE,,,,,
80.82.43.196,vulnerable,RU,VSI-MSN-REGION,RU,,,FALSE,,,,,
115.159.36.133,offline,CN,TencentCloud,CN,,,FALSE,,,,,
109.69.219.34,patched,BE,VERIXI-FLAG2000,BE,,,FALSE,,,,,
104.42.252.7,offline,US,MSFT,US,,,FALSE,,,,,
213.59.131.104,vulnerable,RU,ZT-UFA-NET,RU,,,FALSE,,,,,
193.112.180.62,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
101.200.120.73,patched,CN,ALISOFT,CN,,,FALSE,,,,,
60.168.80.41,offline,CN,CHINANET-AH,,,,FALSE,,,,,
81.138.7.143,patched,GB,BT-ADSL,GB,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
103.205.7.221,vulnerable,CN,wznt,CN,,,FALSE,,,,,
58.213.61.106,patched,CN,CHINANET-JS,,,,FALSE,,,,,
40.67.171.112,vulnerable,US,MSFT,,,,FALSE,,,,,
203.189.214.168,patched,CN,CHINANET-GD,,,,FALSE,,,,,
193.27.73.71,patched,LV,HOSTPAPA-NET,NL,,,FALSE,,,,,
51.132.48.245,vulnerable,GB,MICROSOFT,GB,,,FALSE,,,,,
202.53.11.54,vulnerable,IN,Beam-CorporateLL,IN,,,FALSE,,,,,
14.29.212.76,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
47.56.64.52,patched,US,ALICLOUD-HK,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.93.115.39,patched,CN,ALISOFT,CN,,,FALSE,,,,,
185.224.135.169,vulnerable,RU,NET-54-2,NL,,[u'CVE-2019-0708'],TRUE,,,,,
121.204.198.85,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
104.216.20.46,patched,US,PSYCHZ-NETWORKS,US,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2019-0708', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2009-1535', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2007-1278', u'CVE-2003-0718', u'CVE-2010-1899']",TRUE,,,,,
42.48.104.96,patched,CN,UNICOM-HN,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
89.33.166.19,patched,RO,XNS-Media,RO,,,FALSE,,,,,
52.183.89.125,offline,US,MSFT,,,,FALSE,,,,,
63.134.243.132,vulnerable,US,CRYSTALTECH-BLK-6,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
52.4.194.64,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
91.134.197.181,patched,FR,OVH-DEDICATED-91-134-197-0-FO,FR,,,FALSE,,,,,
202.84.37.187,patched,BD,NET-202-84-37-0,BD,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
195.250.235.149,patched,IT,ISET-NET,IT,,[u'CVE-2019-0708'],TRUE,,,,,
121.40.136.236,patched,CN,ALISOFT,CN,,"[u'CVE-2018-15919', u'CVE-2017-15906']",FALSE,,,,,
118.126.115.137,patched,CN,TencentCloud,CN,,,FALSE,,,,,
106.52.66.206,offline,CN,TencentCloud,CN,,,FALSE,,,,,
106.52.3.22,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
220.221.186.125,vulnerable,JP,JPNIC-NET-JP,JP,,,FALSE,,,,,
98.172.28.139,patched,US,NETBLK-NV-CBS-98-172-16-0,US,,[u'CVE-2019-0708'],TRUE,,,,,
106.12.10.244,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
192.144.156.58,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
222.84.252.196,patched,CN,CHINANET-GX,,,,FALSE,,,,,
106.54.178.92,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
125.65.95.173,patched,CN,SC-MY-XINGCHENG-NETBAR,CN,,,FALSE,,,,,
124.156.201.226,patched,SG,ACEVILLEPTELTD-SG,SG,Windows Server 2008 R2 Enterprise 7601 Service Pack 1,,FALSE,,,,,
128.1.183.53,offline,US,ZL-LAX-MANAGED-HOSTING-0325,US,Windows 7 or 8,,FALSE,,,,,
69.121.158.192,vulnerable,US,OOL-CPE-NANTNY-69-121-152-0-21,US,,[u'CVE-2019-0708'],TRUE,,,,,
188.216.174.163,patched,IT,VODAFONE-IT,IT,,[u'CVE-2019-0708'],TRUE,,,,,
120.24.244.110,patched,CN,ALISOFT,,,,FALSE,,,,,
47.244.4.29,patched,US,ALICLOUD-HK,CN,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2017-7679', u'CVE-2018-10546', u'CVE-2017-9798', u'CVE-2018-1312', u'CVE-2019-9020', u'CVE-2018-1333', u'CVE-2018-17082', u'CVE-2018-11763', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-9639', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2018-10547', u'CVE-2019-9638', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2019-9637', u'CVE-2016-5387', u'CVE-2017-16642', u'CVE-2018-20783', u'CVE-2019-9024', u'CVE-2017-12868', u'CVE-2018-17199', u'CVE-2018-14883', u'CVE-2017-9788', u'CVE-2019-6977', u'CVE-2019-9641', u'CVE-2017-3167', u'CVE-2016-0736', u'CVE-2017-3169', u'CVE-2016-2161', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2019-9023', u'CVE-2018-1283', u'CVE-2019-9021', u'CVE-2016-8740', u'CVE-2016-8743', u'CVE-2018-15132']",FALSE,,,,,
14.18.33.148,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
186.136.216.156,vulnerable,AR,,AR,,,FALSE,,,,,
168.255.139.91,offline,MX,,,,,FALSE,,,,,
139.155.50.123,patched,CN,TencentCloud,CN,,,FALSE,,,,,
203.189.215.216,patched,CN,CHINANET-GD,,,,FALSE,,,,,
43.252.163.203,patched,HK,DNC,HK,,,FALSE,,,,,
87.138.223.206,patched,DE,DTAG-STATIC09,DE,,,FALSE,,,,,
95.156.55.98,patched,MK,MK-T-Mobile,MK,,,FALSE,,,,,
124.156.166.62,offline,SG,ACEVILLEPTELTD-SG,HK,Windows Server 2008 R2 Enterprise 7601 Service Pack 1,,FALSE,,,,,
134.249.180.116,vulnerable,UA,KYIVSTAR-NET-10,UA,,,FALSE,,,,,
39.98.122.121,vulnerable,CN,Cloud-Sense_DHCP,,,,FALSE,,,,,
104.41.188.174,offline,US,MSFT,,,,FALSE,,,,,
223.247.222.176,vulnerable,CN,CHINANET-AH,CN,,,FALSE,,,,,
124.124.192.38,patched,IN,RCOM-STATIC,IN,,,FALSE,,,,,
175.6.120.16,patched,CN,CHINANET-HN,,,,FALSE,,,,,
134.175.73.174,offline,CN,TENCENT-CN,CN,,,FALSE,,,,,
168.255.136.188,offline,MX,,,,,FALSE,,,,,
185.20.109.243,vulnerable,ES,ES-ENSINCA-20130305,ES,,,FALSE,,,,,
168.255.49.141,offline,MX,,,,,FALSE,,,,,
18.191.103.239,vulnerable,US,AT-88-Z,,,,FALSE,,,,,
119.133.16.164,offline,CN,CHINANET-GD,,,,FALSE,,,,,
123.207.166.171,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
123.207.86.15,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
129.204.246.135,offline,CN,TENCENT-CN,CN,,,FALSE,,,,,
140.246.104.80,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
182.61.33.230,patched,CN,Baidu,CN,,,FALSE,,,,,
106.54.8.163,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
178.48.204.188,patched,HU,UPC,HU,,,FALSE,,,,,
106.54.132.115,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
191.235.137.27,offline,BR,211136,IE,,,FALSE,,,,,
103.224.242.14,vulnerable,IN,WEBWERKS-IN,IN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
47.93.17.225,patched,CN,ALISOFT,CN,,,FALSE,,,,,
150.109.39.153,vulnerable,SG,ACEVILLEPTELTD-SG,HK,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
122.51.171.208,vulnerable,CN,hitiit,CN,,,FALSE,,,,,
121.40.113.99,patched,CN,ALISOFT,,,,FALSE,,,,,
40.124.41.249,vulnerable,US,MSFT,US,,,FALSE,,,,,
13.90.148.113,offline,US,MSFT,US,,,FALSE,,,,,
121.204.192.209,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
106.12.24.110,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
168.255.190.24,offline,MX,,,,,FALSE,,,,,
47.98.108.137,patched,CN,ALISOFT,,,,FALSE,,,,,
118.233.192.219,patched,TW,TUNGHO-NET,,,,FALSE,,,,,
3.229.27.137,vulnerable,US,AMAZON-IAD,US,,,FALSE,,,,,
190.119.243.155,vulnerable,PE,,,,,FALSE,,,,,
178.213.240.18,vulnerable,RU,KFU,RU,,[u'CVE-2019-0708'],TRUE,,,,,
193.112.136.175,vulnerable,CN,TENCENT-CN,CN,,[u'CVE-2019-0708'],TRUE,,,,,
159.138.43.19,vulnerable,SG,Huawei-HK-CLOUDS,SG,,,FALSE,,,,,
115.159.44.12,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
101.254.228.105,vulnerable,CN,shinenet,,,,FALSE,,,,,
120.25.169.112,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2017-7679', u'CVE-2017-9798', u'CVE-2016-1546', u'CVE-2018-1312', u'CVE-2018-1333', u'CVE-2018-11763', u'CVE-2016-8612', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2018-17199', u'CVE-2017-9788', u'CVE-2017-3167', u'CVE-2017-3169', u'CVE-2016-4979', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2018-1283', u'CVE-2016-8740', u'CVE-2016-8743']",FALSE,,,,,
114.215.156.189,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
93.108.237.226,patched,PT,PT-TELECEL-20080409,PT,,,FALSE,,,,,
46.33.166.72,offline,FR,HOSTING-CLIENT1,FR,,,FALSE,,,,,
120.78.128.56,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
168.255.241.140,offline,MX,,,,,FALSE,,,,,
3.84.86.31,vulnerable,US,AMAZON-IAD,US,,,FALSE,,,,,
106.15.184.227,patched,CN,ALISOFT,CN,,,FALSE,,,,,
218.78.15.27,patched,CN,CHINANET-SH,,,,FALSE,,,,,
113.141.172.0,patched,CN,CHINANET-SN,CN,,"[u'CVE-2019-0211', u'CVE-2018-17199', u'CVE-2019-0196', u'CVE-2019-0197', u'CVE-2019-0220']",FALSE,,,,,
49.233.42.161,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
186.206.223.142,vulnerable,BR,143202,BR,,,FALSE,,,,,
103.216.153.5,offline,CN,Bangrunkeji,CN,,,FALSE,,,,,
47.75.149.189,patched,US,ALICLOUD-HK,CN,,,FALSE,,,,,
45.77.142.47,vulnerable,US,NET-45-77-142-0-23,DE,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2018-1312', u'CVE-2018-1333', u'CVE-2019-0211', u'CVE-2018-11763', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2018-1283', u'CVE-2018-17082', u'CVE-2017-15710', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2017-15715', u'CVE-2019-9021', u'CVE-2019-9637', u'CVE-2018-14883', u'CVE-2019-0708', u'CVE-2018-17199', u'CVE-2018-20783', u'CVE-2019-6977', u'CVE-2018-1301', u'CVE-2018-1302', u'CVE-2018-1303', u'CVE-2019-0220', u'CVE-2018-19518', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9641', u'CVE-2019-9024', u'CVE-2018-15132']",TRUE,,,,,
180.100.74.62,vulnerable,CN,CHINANET-JS,CN,,,FALSE,,,,,
62.210.38.123,vulnerable,FR,IE-POOL-BUSINESS-HOSTING,FR,,,FALSE,,,,,
120.27.27.122,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
154.89.58.133,vulnerable,SC,,HK,,,FALSE,,,,,
113.141.170.158,patched,CN,CHINANET-SN,CN,,,FALSE,,,,,
103.60.167.150,offline,CN,Bangrunkeji,CN,,,FALSE,,,,,
203.189.223.1,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
114.98.162.11,offline,CN,CHINANET-AH,CN,,"[u'CVE-2008-1483', u'CVE-2007-3102', u'CVE-2011-5000', u'CVE-2017-15906', u'CVE-2014-1692', u'CVE-2010-5107', u'CVE-2007-4752', u'CVE-2016-10708', u'CVE-2007-2243', u'CVE-2008-3259', u'CVE-2010-4478', u'CVE-2011-4327', u'CVE-2010-4755', u'CVE-2008-4109', u'CVE-2012-0814']",FALSE,,,,,
95.179.163.137,vulnerable,NL,NET-V4-95-179-128-0-17,DE,,,FALSE,,,,,
187.108.217.210,offline,BR,138022,,,,FALSE,,,,,
120.79.165.72,patched,CN,ALISOFT,CN,,,FALSE,,,,,
188.142.205.11,vulnerable,HU,UPC,HU,,"[u'CVE-2014-0117', u'CVE-2014-0118', u'CVE-2016-0736', u'CVE-2015-3185', u'CVE-2015-3184', u'CVE-2018-1312', u'CVE-2016-4975', u'CVE-2016-8612', u'CVE-2014-0226', u'CVE-2014-3523', u'CVE-2017-15710', u'CVE-2017-15715', u'CVE-2013-6438', u'CVE-2017-7679', u'CVE-2018-17199', u'CVE-2017-9788', u'CVE-2014-8109', u'CVE-2017-9798', u'CVE-2016-2161', u'CVE-2014-0231', u'CVE-2013-4352', u'CVE-2019-0220', u'CVE-2014-0098', u'CVE-2018-1283', u'CVE-2016-8743']",FALSE,,,,,
34.217.109.170,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
190.106.132.52,vulnerable,AR,,AR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
49.235.243.169,patched,CN,TencentCloud,CN,,,FALSE,,,,,
95.76.100.89,patched,RO,UPCRO,RO,,[u'CVE-2019-0708'],TRUE,,,,,
58.65.150.56,offline,PK,NTL-FTTU-DYN,PK,,,FALSE,,,,,
80.93.242.136,vulnerable,RS,ABSOLUTOK-NET,RS,,,FALSE,,,,,
195.10.0.154,offline,GB,CW-ASCENSION-NET,GB,,,FALSE,,,,,
206.222.11.82,patched,US,XLHOST-NMIZBAN5-27382,US,,,FALSE,,,,,
134.175.103.197,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
180.178.55.59,patched,HK,SIMCENTRIC-HK180178055,HK,,[u'CVE-2019-0708'],TRUE,,,,,
123.206.228.220,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
47.99.64.239,patched,CN,ALISOFT,,,,FALSE,,,,,
85.143.132.178,vulnerable,RU,CLNT-NORTH,RU,,"[u'CVE-2018-10549', u'CVE-2014-5459', u'CVE-2008-5658', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2008-5557', u'CVE-2008-5498', u'CVE-2018-17082', u'CVE-2018-10548', u'CVE-2010-1861', u'CVE-2010-1860', u'CVE-2010-1862', u'CVE-2010-1864', u'CVE-2010-1868', u'CVE-2014-2497', u'CVE-2010-4645', u'CVE-2008-0599', u'CVE-2011-1468', u'CVE-2011-1469', u'CVE-2011-0421', u'CVE-2012-2688', u'CVE-2009-3294', u'CVE-2011-1466', u'CVE-2011-1467', u'CVE-2011-1464', u'CVE-2009-3291', u'CVE-2011-3182', u'CVE-2010-2097', u'CVE-2008-3659', u'CVE-2008-3658', u'CVE-2010-2093', u'CVE-2018-20783', u'CVE-2009-3557', u'CVE-2006-7243', u'CVE-2009-3558', u'CVE-2012-1823', u'CVE-2013-1635', u'CVE-2007-4850', u'CVE-2010-3710', u'CVE-2013-1643', u'CVE-2010-2484', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2012-2376', u'CVE-2012-2143', u'CVE-2010-3870', u'CVE-2012-1171', u'CVE-2012-0831', u'CVE-2012-1172', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2013-4248', u'CVE-2019-9637', u'CVE-2007-1581', u'CVE-2010-2531', u'CVE-2018-14883', u'CVE-2011-1153', u'CVE-2014-8626', u'CVE-2008-5625', u'CVE-2012-2311', u'CVE-2014-0237', u'CVE-2010-1915', u'CVE-2010-1914', u'CVE-2010-1917', u'CVE-2014-0238', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2019-9024', u'CVE-2008-3660', u'CVE-2012-3365', u'CVE-2008-1384', u'CVE-2008-5624', u'CVE-2009-1272', u'CVE-2011-4718', u'CVE-2011-1092', u'CVE-2018-19935', u'CVE-2013-4635', u'CVE-2011-0708', u'CVE-2008-2666', u'CVE-2010-4697', u'CVE-2009-1271', u'CVE-2010-4699', u'CVE-2010-2101', u'CVE-2010-2100', u'CVE-2019-6977', u'CVE-2010-2225', u'CVE-2011-2483', u'CVE-2015-0204', u'CVE-2008-4107', u'CVE-2011-3267', u'CVE-2014-9427', u'CVE-2015-8994', u'CVE-2019-9641', u'CVE-2010-1130', u'CVE-2018-15132', u'CVE-2010-3065', u'CVE-2011-4885', u'CVE-2011-0752', u'CVE-2011-0755', u'CVE-2009-4418', u'CVE-2010-2190', u'CVE-2010-2191', u'CVE-2011-3268', u'CVE-2008-2050', u'CVE-2008-2051', u'CVE-2010-3709', u'CVE-2012-2336', u'CVE-2008-7002', u'CVE-2009-4143', u'CVE-2009-4142', u'CVE-2010-1128', u'CVE-2010-1129', u'CVE-2017-16642', u'CVE-2013-2110', u'CVE-2018-19395', u'CVE-2008-2829', u'CVE-2012-2386', u'CVE-2008-5814', u'CVE-2012-0057', u'CVE-2012-0789', u'CVE-2012-0788', u'CVE-2011-1470']",FALSE,,,,,
65.51.139.3,patched,US,CVNET-41338B0,US,,,FALSE,,,,,
182.151.56.42,patched,CN,CHINANET-SC,CN,,,FALSE,,,,,
121.42.233.104,patched,CN,ALISOFT,,,,FALSE,,,,,
80.77.153.37,patched,MK,NEOTEL-NET-CUSTOMERS,MK,,[u'CVE-2019-0708'],TRUE,,,,,
137.117.162.138,offline,US,MICROSOFT,NL,,,FALSE,,,,,
203.2.117.224,patched,CN,CHINANET-GD,,,,FALSE,,,,,
168.255.140.212,offline,MX,,,,,FALSE,,,,,
154.214.51.97,offline,SC,,,,,FALSE,,,,,
168.255.168.173,offline,MX,,,,,FALSE,,,,,
24.173.120.115,vulnerable,US,RR-COMM-SOUTHEAST,US,,,FALSE,,,,,
37.59.181.18,vulnerable,FR,OVH_65582922,FR,,,FALSE,,,,,
203.195.174.132,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
121.204.188.101,patched,CN,CHINANET-FJ,,,,FALSE,,,,,
46.33.174.7,offline,FR,HOSTING-CLIENT2,FR,,,FALSE,,,,,
193.112.211.226,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
148.70.130.173,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
121.199.52.140,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-2068', u'CVE-2010-0408', u'CVE-2017-7679', u'CVE-2010-0425', u'CVE-2018-1312', u'CVE-2011-3368', u'CVE-2009-2699', u'CVE-2011-3348', u'CVE-2012-3499', u'CVE-2012-4558', u'CVE-2011-3607', u'CVE-2016-8612', u'CVE-2016-4975', u'CVE-2011-4317', u'CVE-2017-7668', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2009-1890', u'CVE-2009-1891', u'CVE-2013-2249', u'CVE-2010-0434', u'CVE-2010-1452', u'CVE-2013-1896', u'CVE-2017-3167', u'CVE-2012-0053', u'CVE-2012-0883', u'CVE-2017-3169', u'CVE-2015-0204', u'CVE-2007-6750', u'CVE-2015-4000', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2014-0098', u'CVE-2009-1195', u'CVE-2011-3192']",FALSE,,,,,
178.206.235.63,vulnerable,RU,TATARBROADBANDNETS,,,,FALSE,,,,,
111.231.13.144,patched,CN,TencentCloud,,,,FALSE,,,,,
182.61.61.150,patched,CN,Baidu,,,,FALSE,,,,,
220.179.84.39,patched,CN,CHINANET-AH,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'MS15-034', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.97.198.147,patched,CN,ALISOFT,,,,FALSE,,,,,
94.191.86.100,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
180.167.97.242,offline,CN,CHINANET-SH,CN,,,FALSE,,,,,
115.238.145.57,patched,CN,B-JCT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.111.7.242,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
168.255.99.208,offline,MX,,,,,FALSE,,,,,
52.162.162.177,offline,US,MSFT,US,,,FALSE,,,,,
118.127.8.122,vulnerable,AU,SAU-NET-AU,AU,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
132.232.205.151,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
47.105.40.143,patched,CN,ALISOFT,CN,,"[u'CVE-2015-8994', u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2017-9798', u'CVE-2018-19518', u'CVE-2018-1312', u'CVE-2019-9020', u'CVE-2018-1333', u'CVE-2018-17082', u'CVE-2018-11763', u'CVE-2016-9138', u'CVE-2018-7584', u'CVE-2016-9934', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-9640', u'CVE-2016-10397', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2019-9021', u'CVE-2015-9253', u'CVE-2019-9637', u'CVE-2016-5387', u'CVE-2019-11040', u'CVE-2016-8670', u'CVE-2017-7679', u'CVE-2018-19520', u'CVE-2018-20783', u'CVE-2019-9024', u'CVE-2018-19396', u'CVE-2018-17199', u'CVE-2018-14883', u'CVE-2017-9788', u'CVE-2019-6977', u'CVE-2017-3167', u'CVE-2016-0736', u'CVE-2016-7478', u'CVE-2017-3169', u'CVE-2018-14851', u'CVE-2016-2161', u'CVE-2018-12882', u'CVE-2019-11039', u'CVE-2019-11038', u'CVE-2016-9933', u'CVE-2019-0220', u'CVE-2019-11036', u'CVE-2016-4975', u'CVE-2019-9022', u'CVE-2019-9023', u'CVE-2018-1283', u'CVE-2019-9641', u'CVE-2016-8740', u'CVE-2016-8743', u'CVE-2017-16642', u'CVE-2018-15132']",FALSE,,,,,
101.89.150.244,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
118.89.68.117,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
112.74.73.111,patched,CN,ALISOFT,CN,,,FALSE,,,,,
168.255.71.161,offline,MX,,,,,FALSE,,,,,
58.87.91.116,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
124.226.217.64,patched,CN,CHINANET-GX,CN,,,FALSE,,,,,
168.255.120.98,offline,MX,,,,,FALSE,,,,,
168.255.138.56,offline,MX,,,,,FALSE,,,,,
160.7.241.51,vulnerable,US,NEBO-NET,US,,,FALSE,,,,,
168.255.220.96,offline,MX,,,,,FALSE,,,,,
45.35.48.192,patched,US,PSYCHZ-NETWORKS,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
